# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Mass (g),Mach number (​),Drag coefficient (​)
154.923,263861.791,1515.116,-8.887,1166202.189,6.771,0.4
154.973,263937.535,1514.671,-8.887,1166202.189,6.77,0.4
155.023,264013.258,1514.227,-8.887,1166202.189,6.769,0.4
155.073,264088.958,1513.783,-8.887,1166202.189,6.767,0.4
155.123,264164.636,1513.338,-8.887,1166202.189,6.766,0.4
155.173,264240.292,1512.894,-8.886,1166202.189,6.765,0.4
155.223,264315.925,1512.45,-8.886,1166202.189,6.764,0.4
155.273,264391.537,1512.005,-8.886,1166202.189,6.762,0.4
155.323,264467.126,1511.561,-8.886,1166202.189,6.761,0.4
155.373,264542.693,1511.117,-8.886,1166202.189,6.76,0.4
155.423,264618.238,1510.673,-8.885,1166202.189,6.759,0.4
155.473,264693.76,1510.228,-8.885,1166202.189,6.758,0.4
155.523,264769.26,1509.784,-8.885,1166202.189,6.757,0.4
155.573,264844.739,1509.34,-8.885,1166202.189,6.755,0.4
155.623,264920.194,1508.896,-8.885,1166202.189,6.754,0.4
155.673,264995.628,1508.451,-8.884,1166202.189,6.753,0.4
155.723,265071.04,1508.007,-8.884,1166202.189,6.752,0.4
155.773,265146.429,1507.563,-8.884,1166202.189,6.75,0.401
155.823,265221.796,1507.119,-8.884,1166202.189,6.749,0.401
155.873,265297.141,1506.675,-8.884,1166202.189,6.748,0.401
155.923,265372.463,1506.23,-8.883,1166202.189,6.746,0.401
155.973,265447.764,1505.786,-8.883,1166202.189,6.745,0.401
156.023,265523.042,1505.342,-8.883,1166202.189,6.744,0.401
156.073,265598.298,1504.898,-8.883,1166202.189,6.742,0.401
156.123,265673.532,1504.454,-8.883,1166202.189,6.741,0.401
156.173,265748.743,1504.01,-8.882,1166202.189,6.74,0.401
156.223,265823.933,1503.566,-8.882,1166202.189,6.739,0.401
156.273,265899.1,1503.122,-8.882,1166202.189,6.738,0.401
156.323,265974.245,1502.677,-8.882,1166202.189,6.736,0.401
156.373,266049.368,1502.233,-8.882,1166202.189,6.735,0.401
156.423,266124.468,1501.789,-8.881,1166202.189,6.734,0.401
156.473,266199.547,1501.345,-8.881,1166202.189,6.732,0.401
156.523,266274.603,1500.901,-8.881,1166202.189,6.731,0.401
156.573,266349.637,1500.457,-8.881,1166202.189,6.73,0.401
156.623,266424.648,1500.013,-8.88,1166202.189,6.729,0.401
156.673,266499.638,1499.569,-8.88,1166202.189,6.728,0.401
156.723,266574.605,1499.125,-8.88,1166202.189,6.727,0.401
156.773,266649.551,1498.681,-8.88,1166202.189,6.726,0.402
156.823,266724.473,1498.237,-8.88,1166202.189,6.725,0.402
156.873,266799.374,1497.793,-8.879,1166202.189,6.723,0.402
156.923,266874.253,1497.349,-8.879,1166202.189,6.722,0.402
156.973,266949.109,1496.905,-8.879,1166202.189,6.721,0.402
157.023,267023.943,1496.461,-8.879,1166202.189,6.72,0.402
157.073,267098.755,1496.017,-8.879,1166202.189,6.718,0.402
157.123,267173.545,1495.573,-8.878,1166202.189,6.717,0.402
157.173,267248.313,1495.13,-8.878,1166202.189,6.716,0.402
157.223,267323.058,1494.686,-8.878,1166202.189,6.714,0.402
157.273,267397.781,1494.242,-8.878,1166202.189,6.713,0.402
157.323,267472.482,1493.798,-8.878,1166202.189,6.712,0.402
157.373,267547.161,1493.354,-8.877,1166202.189,6.711,0.402
157.423,267621.818,1492.91,-8.877,1166202.189,6.71,0.402
157.473,267696.452,1492.466,-8.877,1166202.189,6.708,0.402
157.523,267771.064,1492.022,-8.877,1166202.189,6.707,0.402
157.573,267845.654,1491.579,-8.877,1166202.189,6.706,0.402
157.623,267920.222,1491.135,-8.876,1166202.189,6.705,0.402
157.673,267994.768,1490.691,-8.876,1166202.189,6.703,0.402
157.723,268069.291,1490.247,-8.876,1166202.189,6.702,0.403
157.773,268143.792,1489.803,-8.876,1166202.189,6.701,0.403
157.823,268218.271,1489.36,-8.876,1166202.189,6.7,0.403
157.873,268292.728,1488.916,-8.875,1166202.189,6.698,0.403
157.923,268367.163,1488.472,-8.875,1166202.189,6.697,0.403
157.973,268441.576,1488.028,-8.875,1166202.189,6.696,0.403
158.023,268515.966,1487.585,-8.875,1166202.189,6.694,0.403
158.073,268590.334,1487.141,-8.875,1166202.189,6.693,0.403
158.123,268664.68,1486.697,-8.874,1166202.189,6.692,0.403
158.173,268739.004,1486.253,-8.874,1166202.189,6.691,0.403
158.223,268813.305,1485.81,-8.874,1166202.189,6.69,0.403
158.273,268887.585,1485.366,-8.874,1166202.189,6.689,0.403
158.323,268961.842,1484.922,-8.874,1166202.189,6.687,0.403
158.373,269036.077,1484.479,-8.873,1166202.189,6.686,0.403
158.423,269110.29,1484.035,-8.873,1166202.189,6.685,0.403
158.473,269184.48,1483.591,-8.873,1166202.189,6.683,0.403
158.523,269258.649,1483.148,-8.873,1166202.189,6.682,0.403
158.573,269332.795,1482.704,-8.873,1166202.189,6.681,0.403
158.623,269406.919,1482.26,-8.872,1166202.189,6.679,0.403
158.673,269481.021,1481.817,-8.872,1166202.189,6.678,0.404
158.723,269555.101,1481.373,-8.872,1166202.189,6.677,0.404
158.773,269629.159,1480.93,-8.872,1166202.189,6.675,0.404
158.823,269703.194,1480.486,-8.872,1166202.189,6.674,0.404
158.873,269777.207,1480.043,-8.871,1166202.189,6.673,0.404
158.923,269851.198,1479.599,-8.871,1166202.189,6.672,0.404
158.973,269925.167,1479.155,-8.871,1166202.189,6.671,0.404
159.023,269999.114,1478.712,-8.871,1166202.189,6.67,0.404
159.073,270073.038,1478.268,-8.871,1166202.189,6.669,0.404
159.123,270146.941,1477.825,-8.87,1166202.189,6.668,0.404
159.173,270220.821,1477.381,-8.87,1166202.189,6.667,0.404
159.223,270294.679,1476.938,-8.87,1166202.189,6.666,0.404
159.273,270368.515,1476.494,-8.87,1166202.189,6.664,0.404
159.323,270442.328,1476.051,-8.87,1166202.189,6.663,0.404
159.373,270516.12,1475.607,-8.869,1166202.189,6.662,0.404
159.423,270589.889,1475.164,-8.869,1166202.189,6.661,0.404
159.473,270663.636,1474.721,-8.869,1166202.189,6.66,0.404
159.523,270737.361,1474.277,-8.869,1166202.189,6.658,0.404
159.573,270811.064,1473.834,-8.869,1166202.189,6.657,0.404
159.623,270884.744,1473.39,-8.868,1166202.189,6.656,0.404
159.673,270958.403,1472.947,-8.868,1166202.189,6.655,0.405
159.723,271032.039,1472.503,-8.868,1166202.189,6.654,0.405
159.773,271105.653,1472.06,-8.868,1166202.189,6.652,0.405
159.823,271179.245,1471.617,-8.868,1166202.189,6.651,0.405
159.873,271252.815,1471.173,-8.867,1166202.189,6.649,0.405
159.923,271326.362,1470.73,-8.867,1166202.189,6.648,0.405
159.973,271399.888,1470.287,-8.867,1166202.189,6.647,0.405
160.023,271473.391,1469.843,-8.867,1166202.189,6.646,0.405
160.073,271546.872,1469.4,-8.867,1166202.189,6.644,0.405
160.123,271620.331,1468.957,-8.866,1166202.189,6.643,0.405
160.173,271693.768,1468.513,-8.866,1166202.189,6.642,0.405
160.223,271767.182,1468.07,-8.866,1166202.189,6.641,0.405
160.273,271840.575,1467.627,-8.866,1166202.189,6.639,0.405
160.323,271913.945,1467.183,-8.866,1166202.189,6.638,0.405
160.373,271987.293,1466.74,-8.865,1166202.189,6.637,0.405
160.423,272060.619,1466.297,-8.865,1166202.189,6.635,0.405
160.473,272133.923,1465.854,-8.865,1166202.189,6.634,0.405
160.523,272207.204,1465.41,-8.865,1166202.189,6.633,0.405
160.573,272280.464,1464.967,-8.865,1166202.189,6.632,0.406
160.623,272353.701,1464.524,-8.864,1166202.189,6.631,0.406
160.673,272426.916,1464.081,-8.864,1166202.189,6.63,0.406
160.723,272500.109,1463.638,-8.864,1166202.189,6.629,0.406
160.773,272573.28,1463.194,-8.864,1166202.189,6.627,0.406
160.823,272646.429,1462.751,-8.864,1166202.189,6.626,0.406
160.873,272719.555,1462.308,-8.863,1166202.189,6.625,0.406
160.923,272792.659,1461.865,-8.863,1166202.189,6.624,0.406
160.973,272865.742,1461.422,-8.863,1166202.189,6.622,0.406
161.023,272938.802,1460.979,-8.863,1166202.189,6.621,0.406
161.073,273011.839,1460.535,-8.863,1166202.189,6.62,0.406
161.123,273084.855,1460.092,-8.862,1166202.189,6.618,0.406
161.173,273157.849,1459.649,-8.862,1166202.189,6.617,0.406
161.223,273230.82,1459.206,-8.862,1166202.189,6.616,0.406
161.273,273303.769,1458.763,-8.862,1166202.189,6.614,0.406
161.323,273376.696,1458.32,-8.862,1166202.189,6.613,0.406
161.373,273449.601,1457.877,-8.861,1166202.189,6.612,0.406
161.423,273522.484,1457.434,-8.861,1166202.189,6.611,0.406
161.473,273595.345,1456.991,-8.861,1166202.189,6.609,0.406
161.523,273668.183,1456.548,-8.861,1166202.189,6.608,0.407
161.573,273741,1456.105,-8.861,1166202.189,6.607,0.407
161.623,273813.794,1455.662,-8.86,1166202.189,6.606,0.407
161.673,273886.566,1455.219,-8.86,1166202.189,6.604,0.407
161.723,273959.316,1454.776,-8.86,1166202.189,6.603,0.407
161.773,274032.043,1454.333,-8.86,1166202.189,6.602,0.407
161.823,274104.749,1453.89,-8.86,1166202.189,6.601,0.407
161.873,274177.432,1453.447,-8.859,1166202.189,6.6,0.407
161.923,274250.094,1453.004,-8.859,1166202.189,6.599,0.407
161.973,274322.733,1452.561,-8.859,1166202.189,6.598,0.407
162.023,274395.35,1452.118,-8.859,1166202.189,6.597,0.407
162.073,274467.944,1451.675,-8.859,1166202.189,6.596,0.407
162.123,274540.517,1451.232,-8.858,1166202.189,6.594,0.407
162.173,274613.068,1450.789,-8.858,1166202.189,6.593,0.407
162.223,274685.596,1450.346,-8.858,1166202.189,6.592,0.407
162.273,274758.102,1449.903,-8.858,1166202.189,6.591,0.407
162.323,274830.586,1449.461,-8.858,1166202.189,6.589,0.407
162.373,274903.048,1449.018,-8.857,1166202.189,6.588,0.407
162.423,274975.488,1448.575,-8.857,1166202.189,6.586,0.407
162.473,275047.906,1448.132,-8.857,1166202.189,6.585,0.408
162.523,275120.301,1447.689,-8.857,1166202.189,6.584,0.408
162.573,275192.675,1447.246,-8.857,1166202.189,6.583,0.408
162.623,275265.026,1446.803,-8.856,1166202.189,6.581,0.408
162.673,275337.355,1446.361,-8.856,1166202.189,6.58,0.408
162.723,275409.662,1445.918,-8.856,1166202.189,6.579,0.408
162.773,275481.947,1445.475,-8.856,1166202.189,6.578,0.408
162.823,275554.209,1445.032,-8.856,1166202.189,6.577,0.408
162.873,275626.45,1444.589,-8.855,1166202.189,6.575,0.408
162.923,275698.668,1444.147,-8.855,1166202.189,6.574,0.408
162.973,275770.865,1443.704,-8.855,1166202.189,6.573,0.408
163.023,275843.039,1443.261,-8.855,1166202.189,6.572,0.408
163.073,275915.191,1442.818,-8.855,1166202.189,6.57,0.408
163.123,275987.321,1442.376,-8.854,1166202.189,6.569,0.408
163.173,276059.428,1441.933,-8.854,1166202.189,6.568,0.408
163.223,276131.514,1441.49,-8.854,1166202.189,6.567,0.408
163.273,276203.577,1441.048,-8.854,1166202.189,6.566,0.408
163.323,276275.619,1440.605,-8.854,1166202.189,6.564,0.408
163.373,276347.638,1440.162,-8.854,1166202.189,6.563,0.408
163.423,276419.635,1439.72,-8.853,1166202.189,6.562,0.408
163.473,276491.61,1439.277,-8.853,1166202.189,6.561,0.409
163.523,276563.563,1438.834,-8.853,1166202.189,6.559,0.409
163.573,276635.493,1438.392,-8.853,1166202.189,6.558,0.409
163.623,276707.402,1437.949,-8.853,1166202.189,6.557,0.409
163.673,276779.288,1437.506,-8.852,1166202.189,6.556,0.409
163.723,276851.152,1437.064,-8.852,1166202.189,6.554,0.409
163.773,276922.995,1436.621,-8.852,1166202.189,6.553,0.409
163.823,276994.815,1436.179,-8.852,1166202.189,6.552,0.409
163.873,277066.612,1435.736,-8.852,1166202.189,6.551,0.409
163.923,277138.388,1435.293,-8.851,1166202.189,6.549,0.409
163.973,277210.142,1434.851,-8.851,1166202.189,6.548,0.409
164.023,277281.873,1434.408,-8.851,1166202.189,6.547,0.409
164.073,277353.583,1433.966,-8.851,1166202.189,6.546,0.409
164.123,277425.27,1433.523,-8.851,1166202.189,6.545,0.409
164.173,277496.935,1433.081,-8.85,1166202.189,6.543,0.409
164.223,277568.578,1432.638,-8.85,1166202.189,6.542,0.409
164.273,277640.199,1432.196,-8.85,1166202.189,6.541,0.409
164.323,277711.798,1431.753,-8.85,1166202.189,6.54,0.409
164.373,277783.374,1431.311,-8.85,1166202.189,6.539,0.41
164.423,277854.929,1430.868,-8.849,1166202.189,6.537,0.41
164.473,277926.461,1430.426,-8.849,1166202.189,6.536,0.41
164.523,277997.971,1429.983,-8.849,1166202.189,6.535,0.41
164.573,278069.459,1429.541,-8.849,1166202.189,6.534,0.41
164.623,278140.925,1429.099,-8.849,1166202.189,6.532,0.41
164.673,278212.369,1428.656,-8.848,1166202.189,6.531,0.41
164.723,278283.791,1428.214,-8.848,1166202.189,6.53,0.41
164.773,278355.191,1427.771,-8.848,1166202.189,6.529,0.41
164.823,278426.568,1427.329,-8.848,1166202.189,6.528,0.41
164.873,278497.923,1426.887,-8.848,1166202.189,6.526,0.41
164.923,278569.257,1426.444,-8.847,1166202.189,6.525,0.41
164.973,278640.568,1426.002,-8.847,1166202.189,6.524,0.41
165.023,278711.857,1425.559,-8.847,1166202.189,6.523,0.41
165.073,278783.124,1425.117,-8.847,1166202.189,6.522,0.41
165.123,278854.369,1424.675,-8.847,1166202.189,6.521,0.41
165.173,278925.591,1424.232,-8.847,1166202.189,6.52,0.41
165.223,278996.792,1423.79,-8.846,1166202.189,6.518,0.41
165.273,279067.97,1423.348,-8.846,1166202.189,6.517,0.41
165.323,279139.127,1422.906,-8.846,1166202.189,6.516,0.411
165.373,279210.261,1422.463,-8.846,1166202.189,6.515,0.411
165.423,279281.373,1422.021,-8.846,1166202.189,6.514,0.411
165.473,279352.463,1421.579,-8.845,1166202.189,6.512,0.411
165.523,279423.531,1421.136,-8.845,1166202.189,6.511,0.411
165.573,279494.577,1420.694,-8.845,1166202.189,6.51,0.411
165.623,279565.6,1420.252,-8.845,1166202.189,6.509,0.411
165.673,279636.602,1419.81,-8.845,1166202.189,6.508,0.411
165.723,279707.581,1419.367,-8.844,1166202.189,6.506,0.411
165.773,279778.539,1418.925,-8.844,1166202.189,6.505,0.411
165.823,279849.474,1418.483,-8.844,1166202.189,6.504,0.411
165.873,279920.387,1418.041,-8.844,1166202.189,6.502,0.411
165.923,279991.278,1417.599,-8.844,1166202.189,6.501,0.411
165.973,280062.147,1417.157,-8.843,1166202.189,6.5,0.411
166.023,280132.993,1416.714,-8.843,1166202.189,6.499,0.411
166.073,280203.818,1416.272,-8.843,1166202.189,6.497,0.411
166.123,280274.621,1415.83,-8.843,1166202.189,6.496,0.411
166.173,280345.401,1415.388,-8.843,1166202.189,6.494,0.411
166.223,280416.159,1414.946,-8.843,1166202.189,6.493,0.412
166.273,280486.896,1414.504,-8.842,1166202.189,6.492,0.412
166.323,280557.61,1414.062,-8.842,1166202.189,6.491,0.412
166.373,280628.302,1413.619,-8.842,1166202.189,6.49,0.412
166.423,280698.972,1413.177,-8.842,1166202.189,6.488,0.412
166.473,280769.62,1412.735,-8.842,1166202.189,6.487,0.412
166.523,280840.245,1412.293,-8.841,1166202.189,6.486,0.412
166.573,280910.849,1411.851,-8.841,1166202.189,6.485,0.412
166.623,280981.43,1411.409,-8.841,1166202.189,6.484,0.412
166.673,281051.99,1410.967,-8.841,1166202.189,6.483,0.412
166.723,281122.527,1410.525,-8.841,1166202.189,6.481,0.412
166.773,281193.042,1410.083,-8.84,1166202.189,6.48,0.412
166.823,281263.535,1409.641,-8.84,1166202.189,6.479,0.412
166.873,281334.006,1409.199,-8.84,1166202.189,6.477,0.412
166.923,281404.455,1408.757,-8.84,1166202.189,6.476,0.412
166.973,281474.882,1408.315,-8.84,1166202.189,6.475,0.412
167.023,281545.287,1407.873,-8.839,1166202.189,6.474,0.412
167.073,281615.669,1407.431,-8.839,1166202.189,6.472,0.412
167.123,281686.03,1406.989,-8.839,1166202.189,6.471,0.413
167.173,281756.368,1406.547,-8.839,1166202.189,6.47,0.413
167.223,281826.685,1406.105,-8.839,1166202.189,6.468,0.413
167.273,281896.979,1405.663,-8.839,1166202.189,6.467,0.413
167.323,281967.251,1405.221,-8.838,1166202.189,6.466,0.413
167.373,282037.501,1404.78,-8.838,1166202.189,6.465,0.413
167.423,282107.729,1404.338,-8.838,1166202.189,6.464,0.413
167.473,282177.935,1403.896,-8.838,1166202.189,6.463,0.413
167.523,282248.119,1403.454,-8.838,1166202.189,6.462,0.413
167.573,282318.28,1403.012,-8.837,1166202.189,6.46,0.413
167.623,282388.42,1402.57,-8.837,1166202.189,6.459,0.413
167.673,282458.537,1402.128,-8.837,1166202.189,6.458,0.413
167.723,282528.633,1401.686,-8.837,1166202.189,6.457,0.413
167.773,282598.706,1401.245,-8.837,1166202.189,6.456,0.413
167.823,282668.757,1400.803,-8.836,1166202.189,6.455,0.413
167.873,282738.786,1400.361,-8.836,1166202.189,6.454,0.413
167.923,282808.793,1399.919,-8.836,1166202.189,6.452,0.413
167.973,282878.778,1399.477,-8.836,1166202.189,6.451,0.413
168.023,282948.741,1399.036,-8.836,1166202.189,6.45,0.413
168.073,283018.682,1398.594,-8.835,1166202.189,6.449,0.414
168.123,283088.6,1398.152,-8.835,1166202.189,6.447,0.414
168.173,283158.497,1397.71,-8.835,1166202.189,6.446,0.414
168.223,283228.371,1397.269,-8.835,1166202.189,6.445,0.414
168.273,283298.224,1396.827,-8.835,1166202.189,6.444,0.414
168.323,283368.054,1396.385,-8.835,1166202.189,6.443,0.414
168.373,283437.862,1395.943,-8.834,1166202.189,6.442,0.414
168.423,283507.648,1395.502,-8.834,1166202.189,6.44,0.414
168.473,283577.412,1395.06,-8.834,1166202.189,6.439,0.414
168.523,283647.154,1394.618,-8.834,1166202.189,6.438,0.414
168.573,283716.874,1394.177,-8.834,1166202.189,6.436,0.414
168.623,283786.572,1393.735,-8.833,1166202.189,6.435,0.414
168.673,283856.248,1393.293,-8.833,1166202.189,6.434,0.414
168.723,283925.901,1392.852,-8.833,1166202.189,6.433,0.414
168.773,283995.533,1392.41,-8.833,1166202.189,6.432,0.414
168.823,284065.142,1391.968,-8.833,1166202.189,6.431,0.414
168.873,284134.73,1391.527,-8.832,1166202.189,6.429,0.414
168.923,284204.295,1391.085,-8.832,1166202.189,6.428,0.414
168.973,284273.838,1390.644,-8.832,1166202.189,6.427,0.414
169.023,284343.359,1390.202,-8.832,1166202.189,6.425,0.415
169.073,284412.858,1389.76,-8.832,1166202.189,6.424,0.415
169.123,284482.335,1389.319,-8.832,1166202.189,6.423,0.415
169.173,284551.79,1388.877,-8.831,1166202.189,6.422,0.415
169.223,284621.223,1388.436,-8.831,1166202.189,6.421,0.415
169.273,284690.634,1387.994,-8.831,1166202.189,6.42,0.415
169.323,284760.022,1387.553,-8.831,1166202.189,6.419,0.415
169.373,284829.389,1387.111,-8.831,1166202.189,6.418,0.415
169.423,284898.734,1386.669,-8.83,1166202.189,6.417,0.415
169.473,284968.056,1386.228,-8.83,1166202.189,6.416,0.415
169.523,285037.356,1385.786,-8.83,1166202.189,6.414,0.415
169.573,285106.635,1385.345,-8.83,1166202.189,6.413,0.415
169.623,285175.891,1384.903,-8.83,1166202.189,6.412,0.415
169.673,285245.125,1384.462,-8.829,1166202.189,6.411,0.415
169.723,285314.337,1384.021,-8.829,1166202.189,6.41,0.415
169.773,285383.527,1383.579,-8.829,1166202.189,6.408,0.415
169.823,285452.695,1383.138,-8.829,1166202.189,6.407,0.415
169.873,285521.841,1382.696,-8.829,1166202.189,6.406,0.415
169.923,285590.965,1382.255,-8.829,1166202.189,6.405,0.415
169.973,285660.066,1381.813,-8.828,1166202.189,6.404,0.416
170.023,285729.146,1381.372,-8.828,1166202.189,6.402,0.416
170.073,285798.204,1380.931,-8.828,1166202.189,6.401,0.416
170.123,285867.239,1380.489,-8.828,1166202.189,6.399,0.416
170.173,285936.252,1380.048,-8.828,1166202.189,6.398,0.416
170.223,286005.244,1379.606,-8.827,1166202.189,6.397,0.416
170.273,286074.213,1379.165,-8.827,1166202.189,6.396,0.416
170.323,286143.16,1378.724,-8.827,1166202.189,6.395,0.416
170.373,286212.085,1378.282,-8.827,1166202.189,6.394,0.416
170.423,286280.989,1377.841,-8.827,1166202.189,6.392,0.416
170.473,286349.87,1377.4,-8.827,1166202.189,6.391,0.416
170.523,286418.729,1376.958,-8.826,1166202.189,6.39,0.416
170.573,286487.565,1376.517,-8.826,1166202.189,6.389,0.416
170.623,286556.38,1376.076,-8.826,1166202.189,6.388,0.416
170.673,286625.173,1375.634,-8.826,1166202.189,6.386,0.416
170.723,286693.944,1375.193,-8.826,1166202.189,6.385,0.416
170.773,286762.692,1374.752,-8.825,1166202.189,6.384,0.416
170.823,286831.419,1374.311,-8.825,1166202.189,6.383,0.416
170.873,286900.123,1373.869,-8.825,1166202.189,6.382,0.417
170.923,286968.806,1373.428,-8.825,1166202.189,6.381,0.417
170.973,287037.466,1372.987,-8.825,1166202.189,6.38,0.417
171.023,287106.105,1372.546,-8.824,1166202.189,6.378,0.417
171.073,287174.721,1372.105,-8.824,1166202.189,6.377,0.417
171.123,287243.315,1371.663,-8.824,1166202.189,6.376,0.417
171.173,287311.887,1371.222,-8.824,1166202.189,6.374,0.417
171.223,287380.437,1370.781,-8.824,1166202.189,6.373,0.417
171.273,287448.965,1370.34,-8.824,1166202.189,6.372,0.417
171.323,287517.471,1369.899,-8.823,1166202.189,6.371,0.417
171.373,287585.955,1369.457,-8.823,1166202.189,6.37,0.417
171.423,287654.417,1369.016,-8.823,1166202.189,6.369,0.417
171.473,287722.857,1368.575,-8.823,1166202.189,6.367,0.417
171.523,287791.274,1368.134,-8.823,1166202.189,6.366,0.417
171.573,287859.67,1367.693,-8.822,1166202.189,6.365,0.417
171.623,287928.044,1367.252,-8.822,1166202.189,6.363,0.417
171.673,287996.395,1366.811,-8.822,1166202.189,6.362,0.417
171.723,288064.725,1366.37,-8.822,1166202.189,6.361,0.417
171.773,288133.032,1365.928,-8.822,1166202.189,6.36,0.418
171.823,288201.318,1365.487,-8.822,1166202.189,6.359,0.418
171.873,288269.581,1365.046,-8.821,1166202.189,6.358,0.418
171.923,288337.822,1364.605,-8.821,1166202.189,6.357,0.418
171.973,288406.041,1364.164,-8.821,1166202.189,6.356,0.418
172.023,288474.239,1363.723,-8.821,1166202.189,6.354,0.418
172.073,288542.414,1363.282,-8.821,1166202.189,6.353,0.418
172.123,288610.567,1362.841,-8.82,1166202.189,6.352,0.418
172.173,288678.698,1362.4,-8.82,1166202.189,6.35,0.418
172.223,288746.807,1361.959,-8.82,1166202.189,6.349,0.418
172.273,288814.894,1361.518,-8.82,1166202.189,6.348,0.418
