# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Mass (g),Mach number (​),Drag coefficient (​)
510.823,255274.726,-1564.11,-8.905,1166202.189,6.922,0.394
510.873,255196.509,-1564.555,-8.905,1166202.189,6.924,0.394
510.923,255118.27,-1565,-8.905,1166202.189,6.925,0.393
510.973,255040.009,-1565.446,-8.905,1166202.189,6.926,0.393
511.023,254961.726,-1565.891,-8.906,1166202.189,6.927,0.393
511.073,254883.42,-1566.336,-8.906,1166202.189,6.929,0.393
511.123,254805.092,-1566.781,-8.906,1166202.189,6.93,0.393
511.173,254726.742,-1567.227,-8.906,1166202.189,6.931,0.393
511.223,254648.369,-1567.672,-8.906,1166202.189,6.932,0.393
511.273,254569.975,-1568.117,-8.907,1166202.189,6.933,0.393
511.323,254491.558,-1568.563,-8.907,1166202.189,6.934,0.393
511.373,254413.118,-1569.008,-8.907,1166202.189,6.936,0.393
511.423,254334.657,-1569.453,-8.907,1166202.189,6.937,0.393
511.473,254256.173,-1569.899,-8.907,1166202.189,6.938,0.393
511.523,254177.667,-1570.344,-8.908,1166202.189,6.94,0.393
511.573,254099.138,-1570.79,-8.908,1166202.189,6.941,0.393
511.623,254020.588,-1571.235,-8.908,1166202.189,6.942,0.393
511.673,253942.015,-1571.68,-8.908,1166202.189,6.943,0.393
511.723,253863.42,-1572.126,-8.909,1166202.189,6.944,0.393
511.773,253784.802,-1572.571,-8.909,1166202.189,6.946,0.393
511.823,253706.163,-1573.017,-8.909,1166202.189,6.947,0.393
511.873,253627.501,-1573.462,-8.909,1166202.189,6.948,0.393
511.923,253548.817,-1573.908,-8.909,1166202.189,6.949,0.393
511.973,253470.11,-1574.353,-8.91,1166202.189,6.951,0.392
512.023,253391.381,-1574.799,-8.91,1166202.189,6.952,0.392
512.073,253312.63,-1575.244,-8.91,1166202.189,6.953,0.392
512.123,253233.857,-1575.69,-8.91,1166202.189,6.955,0.392
512.173,253155.061,-1576.135,-8.911,1166202.189,6.956,0.392
512.223,253076.243,-1576.581,-8.911,1166202.189,6.957,0.392
512.273,252997.403,-1577.026,-8.911,1166202.189,6.959,0.392
512.323,252918.541,-1577.472,-8.911,1166202.189,6.96,0.392
512.373,252839.656,-1577.917,-8.911,1166202.189,6.962,0.392
512.423,252760.749,-1578.363,-8.912,1166202.189,6.963,0.392
512.473,252681.82,-1578.809,-8.912,1166202.189,6.964,0.392
512.523,252602.868,-1579.254,-8.912,1166202.189,6.965,0.392
512.573,252523.894,-1579.7,-8.912,1166202.189,6.966,0.392
512.623,252444.898,-1580.145,-8.913,1166202.189,6.967,0.392
512.673,252365.88,-1580.591,-8.913,1166202.189,6.969,0.392
512.723,252286.839,-1581.037,-8.913,1166202.189,6.97,0.392
512.773,252207.776,-1581.482,-8.913,1166202.189,6.971,0.391
512.823,252128.691,-1581.928,-8.913,1166202.189,6.972,0.391
512.873,252049.583,-1582.374,-8.914,1166202.189,6.973,0.391
512.923,251970.453,-1582.819,-8.914,1166202.189,6.975,0.391
512.973,251891.301,-1583.265,-8.914,1166202.189,6.976,0.391
513.023,251812.127,-1583.711,-8.914,1166202.189,6.977,0.391
513.073,251732.93,-1584.157,-8.914,1166202.189,6.979,0.391
513.123,251653.711,-1584.602,-8.915,1166202.189,6.98,0.391
513.173,251574.47,-1585.048,-8.915,1166202.189,6.981,0.391
513.223,251495.206,-1585.494,-8.915,1166202.189,6.982,0.391
513.273,251415.921,-1585.94,-8.915,1166202.189,6.983,0.391
513.323,251336.612,-1586.385,-8.916,1166202.189,6.985,0.391
513.373,251257.282,-1586.831,-8.916,1166202.189,6.986,0.391
513.423,251177.929,-1587.277,-8.916,1166202.189,6.988,0.391
513.473,251098.554,-1587.723,-8.916,1166202.189,6.989,0.391
513.523,251019.157,-1588.169,-8.916,1166202.189,6.99,0.39
513.573,250939.737,-1588.614,-8.917,1166202.189,6.991,0.39
513.623,250860.296,-1589.06,-8.917,1166202.189,6.993,0.39
513.673,250780.831,-1589.506,-8.917,1166202.189,6.994,0.39
513.723,250701.345,-1589.952,-8.917,1166202.189,6.995,0.39
513.773,250621.836,-1590.398,-8.918,1166202.189,6.996,0.39
513.823,250542.305,-1590.844,-8.918,1166202.189,6.997,0.39
513.873,250462.752,-1591.29,-8.918,1166202.189,6.999,0.39
513.923,250383.176,-1591.736,-8.918,1166202.189,7,0.39
513.973,250303.578,-1592.181,-8.918,1166202.189,7.001,0.39
514.023,250223.958,-1592.627,-8.919,1166202.189,7.002,0.39
514.073,250144.316,-1593.073,-8.919,1166202.189,7.004,0.39
514.123,250064.651,-1593.519,-8.919,1166202.189,7.005,0.39
514.173,249984.964,-1593.965,-8.919,1166202.189,7.007,0.39
514.223,249905.254,-1594.411,-8.92,1166202.189,7.008,0.39
514.273,249825.523,-1594.857,-8.92,1166202.189,7.009,0.39
514.323,249745.769,-1595.303,-8.92,1166202.189,7.01,0.389
514.373,249665.992,-1595.749,-8.92,1166202.189,7.012,0.389
514.423,249586.194,-1596.195,-8.92,1166202.189,7.013,0.389
514.473,249506.373,-1596.641,-8.921,1166202.189,7.015,0.389
514.523,249426.529,-1597.087,-8.921,1166202.189,7.016,0.389
514.573,249346.664,-1597.533,-8.921,1166202.189,7.017,0.389
514.623,249266.776,-1597.979,-8.921,1166202.189,7.018,0.389
514.673,249186.866,-1598.426,-8.922,1166202.189,7.02,0.389
514.723,249106.934,-1598.872,-8.922,1166202.189,7.021,0.389
514.773,249026.979,-1599.318,-8.922,1166202.189,7.022,0.389
514.823,248947.002,-1599.764,-8.922,1166202.189,7.023,0.389
514.873,248867.002,-1600.21,-8.922,1166202.189,7.024,0.389
514.923,248786.981,-1600.656,-8.923,1166202.189,7.026,0.389
514.973,248706.937,-1601.102,-8.923,1166202.189,7.027,0.389
515.023,248626.871,-1601.548,-8.923,1166202.189,7.028,0.389
515.073,248546.782,-1601.995,-8.923,1166202.189,7.029,0.388
515.123,248466.671,-1602.441,-8.924,1166202.189,7.031,0.388
515.173,248386.538,-1602.887,-8.924,1166202.189,7.032,0.388
515.223,248306.382,-1603.333,-8.924,1166202.189,7.033,0.388
515.273,248226.205,-1603.779,-8.924,1166202.189,7.034,0.388
515.323,248146.005,-1604.226,-8.924,1166202.189,7.036,0.388
515.373,248065.782,-1604.672,-8.925,1166202.189,7.037,0.388
515.423,247985.537,-1605.118,-8.925,1166202.189,7.038,0.388
515.473,247905.27,-1605.564,-8.925,1166202.189,7.04,0.388
515.523,247824.981,-1606.011,-8.925,1166202.189,7.041,0.388
515.573,247744.669,-1606.457,-8.926,1166202.189,7.042,0.388
515.623,247664.335,-1606.903,-8.926,1166202.189,7.043,0.388
515.673,247583.979,-1607.349,-8.926,1166202.189,7.045,0.388
515.723,247503.6,-1607.796,-8.926,1166202.189,7.046,0.388
515.773,247423.199,-1608.242,-8.926,1166202.189,7.047,0.388
515.823,247342.776,-1608.688,-8.927,1166202.189,7.049,0.388
515.873,247262.33,-1609.135,-8.927,1166202.189,7.05,0.387
515.923,247181.863,-1609.581,-8.927,1166202.189,7.052,0.387
515.973,247101.372,-1610.027,-8.927,1166202.189,7.053,0.387
516.023,247020.86,-1610.474,-8.928,1166202.189,7.054,0.387
516.073,246940.325,-1610.92,-8.928,1166202.189,7.056,0.387
516.123,246859.768,-1611.367,-8.928,1166202.189,7.057,0.387
516.173,246779.188,-1611.813,-8.928,1166202.189,7.058,0.387
516.223,246698.587,-1612.259,-8.928,1166202.189,7.059,0.387
516.273,246617.962,-1612.706,-8.929,1166202.189,7.06,0.387
516.323,246537.316,-1613.152,-8.929,1166202.189,7.062,0.387
516.373,246456.647,-1613.599,-8.929,1166202.189,7.063,0.387
516.423,246375.956,-1614.045,-8.929,1166202.189,7.065,0.387
516.473,246295.243,-1614.492,-8.93,1166202.189,7.066,0.387
516.523,246214.507,-1614.938,-8.93,1166202.189,7.067,0.387
516.573,246133.749,-1615.385,-8.93,1166202.189,7.068,0.387
516.623,246052.968,-1615.831,-8.93,1166202.189,7.07,0.386
516.673,245972.166,-1616.278,-8.931,1166202.189,7.071,0.386
516.723,245891.341,-1616.724,-8.931,1166202.189,7.072,0.386
516.773,245810.493,-1617.171,-8.931,1166202.189,7.073,0.386
516.823,245729.624,-1617.617,-8.931,1166202.189,7.075,0.386
516.873,245648.731,-1618.064,-8.931,1166202.189,7.076,0.386
516.923,245567.817,-1618.511,-8.932,1166202.189,7.078,0.386
516.973,245486.88,-1618.957,-8.932,1166202.189,7.079,0.386
517.023,245405.921,-1619.404,-8.932,1166202.189,7.08,0.386
517.073,245324.94,-1619.85,-8.932,1166202.189,7.082,0.386
517.123,245243.936,-1620.297,-8.933,1166202.189,7.083,0.386
517.173,245162.91,-1620.744,-8.933,1166202.189,7.084,0.386
517.223,245081.862,-1621.19,-8.933,1166202.189,7.085,0.386
517.273,245000.791,-1621.637,-8.933,1166202.189,7.086,0.386
517.323,244919.698,-1622.084,-8.933,1166202.189,7.088,0.386
517.373,244838.583,-1622.53,-8.934,1166202.189,7.089,0.386
517.423,244757.445,-1622.977,-8.934,1166202.189,7.091,0.385
517.473,244676.285,-1623.424,-8.934,1166202.189,7.092,0.385
517.523,244595.103,-1623.87,-8.934,1166202.189,7.093,0.385
517.573,244513.898,-1624.317,-8.935,1166202.189,7.094,0.385
517.623,244432.671,-1624.764,-8.935,1166202.189,7.096,0.385
517.673,244351.422,-1625.211,-8.935,1166202.189,7.097,0.385
517.723,244270.15,-1625.657,-8.935,1166202.189,7.098,0.385
517.773,244188.856,-1626.104,-8.935,1166202.189,7.1,0.385
517.823,244107.54,-1626.551,-8.936,1166202.189,7.101,0.385
517.873,244026.201,-1626.998,-8.936,1166202.189,7.102,0.385
517.923,243944.84,-1627.445,-8.936,1166202.189,7.103,0.385
517.973,243863.456,-1627.891,-8.936,1166202.189,7.104,0.385
518.023,243782.051,-1628.338,-8.937,1166202.189,7.106,0.385
518.073,243700.623,-1628.785,-8.937,1166202.189,7.107,0.385
518.123,243619.172,-1629.232,-8.937,1166202.189,7.108,0.385
518.173,243537.699,-1629.679,-8.937,1166202.189,7.11,0.385
518.223,243456.204,-1630.126,-8.938,1166202.189,7.111,0.384
518.273,243374.687,-1630.573,-8.938,1166202.189,7.112,0.384
518.323,243293.147,-1631.019,-8.938,1166202.189,7.113,0.384
518.373,243211.585,-1631.466,-8.938,1166202.189,7.114,0.384
518.423,243130,-1631.913,-8.938,1166202.189,7.116,0.384
518.473,243048.394,-1632.36,-8.939,1166202.189,7.117,0.384
518.523,242966.764,-1632.807,-8.939,1166202.189,7.118,0.384
518.573,242885.113,-1633.254,-8.939,1166202.189,7.12,0.384
518.623,242803.439,-1633.701,-8.939,1166202.189,7.121,0.384
518.673,242721.743,-1634.148,-8.94,1166202.189,7.123,0.384
518.723,242640.024,-1634.595,-8.94,1166202.189,7.124,0.384
518.773,242558.283,-1635.042,-8.94,1166202.189,7.126,0.384
518.823,242476.52,-1635.489,-8.94,1166202.189,7.127,0.384
518.873,242394.734,-1635.936,-8.94,1166202.189,7.128,0.384
518.923,242312.926,-1636.383,-8.941,1166202.189,7.129,0.384
518.973,242231.096,-1636.83,-8.941,1166202.189,7.13,0.384
519.023,242149.243,-1637.277,-8.941,1166202.189,7.131,0.383
519.073,242067.368,-1637.724,-8.941,1166202.189,7.133,0.383
519.123,241985.471,-1638.171,-8.942,1166202.189,7.134,0.383
519.173,241903.551,-1638.618,-8.942,1166202.189,7.135,0.383
519.223,241821.609,-1639.066,-8.942,1166202.189,7.136,0.383
519.273,241739.645,-1639.513,-8.942,1166202.189,7.138,0.383
519.323,241657.658,-1639.96,-8.943,1166202.189,7.139,0.383
519.373,241575.649,-1640.407,-8.943,1166202.189,7.14,0.383
519.423,241493.617,-1640.854,-8.943,1166202.189,7.141,0.383
519.473,241411.563,-1641.301,-8.943,1166202.189,7.143,0.383
519.523,241329.487,-1641.748,-8.943,1166202.189,7.144,0.383
519.573,241247.388,-1642.196,-8.944,1166202.189,7.146,0.383
519.623,241165.267,-1642.643,-8.944,1166202.189,7.147,0.383
519.673,241083.124,-1643.09,-8.944,1166202.189,7.148,0.383
519.723,241000.958,-1643.537,-8.944,1166202.189,7.149,0.383
519.773,240918.77,-1643.985,-8.945,1166202.189,7.151,0.383
519.823,240836.56,-1644.432,-8.945,1166202.189,7.152,0.382
519.873,240754.327,-1644.879,-8.945,1166202.189,7.154,0.382
519.923,240672.072,-1645.326,-8.945,1166202.189,7.155,0.382
519.973,240589.795,-1645.774,-8.946,1166202.189,7.156,0.382
520.023,240507.495,-1646.221,-8.946,1166202.189,7.157,0.382
520.073,240425.173,-1646.668,-8.946,1166202.189,7.159,0.382
520.123,240342.828,-1647.115,-8.946,1166202.189,7.16,0.382
520.173,240260.461,-1647.563,-8.946,1166202.189,7.161,0.382
520.223,240178.072,-1648.01,-8.947,1166202.189,7.163,0.382
520.273,240095.66,-1648.457,-8.947,1166202.189,7.164,0.382
520.323,240013.226,-1648.905,-8.947,1166202.189,7.165,0.382
520.373,239930.769,-1649.352,-8.947,1166202.189,7.167,0.382
520.423,239848.291,-1649.8,-8.948,1166202.189,7.168,0.382
520.473,239765.79,-1650.247,-8.948,1166202.189,7.169,0.382
520.523,239683.266,-1650.694,-8.948,1166202.189,7.171,0.382
520.573,239600.72,-1651.142,-8.948,1166202.189,7.172,0.382
520.623,239518.152,-1651.589,-8.949,1166202.189,7.173,0.381
520.673,239435.561,-1652.037,-8.949,1166202.189,7.175,0.381
520.723,239352.948,-1652.484,-8.949,1166202.189,7.176,0.381
520.773,239270.313,-1652.932,-8.949,1166202.189,7.177,0.381
520.823,239187.655,-1653.379,-8.949,1166202.189,7.178,0.381
520.873,239104.975,-1653.826,-8.95,1166202.189,7.18,0.381
520.923,239022.272,-1654.274,-8.95,1166202.189,7.181,0.381
520.973,238939.547,-1654.721,-8.95,1166202.189,7.183,0.381
521.023,238856.8,-1655.169,-8.95,1166202.189,7.184,0.381
521.073,238774.031,-1655.617,-8.951,1166202.189,7.186,0.381
521.123,238691.239,-1656.064,-8.951,1166202.189,7.187,0.381
521.173,238608.424,-1656.512,-8.951,1166202.189,7.188,0.381
521.223,238525.587,-1656.959,-8.951,1166202.189,7.189,0.381
521.273,238442.728,-1657.407,-8.952,1166202.189,7.191,0.381
521.323,238359.847,-1657.854,-8.952,1166202.189,7.192,0.381
521.373,238276.943,-1658.302,-8.952,1166202.189,7.193,0.38
521.423,238194.017,-1658.75,-8.952,1166202.189,7.195,0.38
521.473,238111.068,-1659.197,-8.952,1166202.189,7.196,0.38
521.523,238028.097,-1659.645,-8.953,1166202.189,7.197,0.38
521.573,237945.103,-1660.092,-8.953,1166202.189,7.198,0.38
521.623,237862.088,-1660.54,-8.953,1166202.189,7.2,0.38
521.673,237779.049,-1660.988,-8.953,1166202.189,7.201,0.38
521.723,237695.989,-1661.435,-8.954,1166202.189,7.202,0.38
521.773,237612.906,-1661.883,-8.954,1166202.189,7.203,0.38
521.823,237529.8,-1662.331,-8.954,1166202.189,7.205,0.38
521.873,237446.673,-1662.779,-8.954,1166202.189,7.206,0.38
521.923,237363.523,-1663.226,-8.955,1166202.189,7.207,0.38
521.973,237280.35,-1663.674,-8.955,1166202.189,7.208,0.38
522.023,237197.155,-1664.122,-8.955,1166202.189,7.209,0.38
522.073,237113.938,-1664.57,-8.955,1166202.189,7.211,0.38
522.123,237030.698,-1665.017,-8.955,1166202.189,7.212,0.38
522.173,236947.436,-1665.465,-8.956,1166202.189,7.213,0.38
522.223,236864.152,-1665.913,-8.956,1166202.189,7.215,0.379
522.273,236780.845,-1666.361,-8.956,1166202.189,7.216,0.379
522.323,236697.516,-1666.809,-8.956,1166202.189,7.218,0.379
522.373,236614.164,-1667.256,-8.957,1166202.189,7.219,0.379
522.423,236530.79,-1667.704,-8.957,1166202.189,7.22,0.379
522.473,236447.394,-1668.152,-8.957,1166202.189,7.221,0.379
522.523,236363.975,-1668.6,-8.957,1166202.189,7.223,0.379
522.573,236280.534,-1669.048,-8.958,1166202.189,7.224,0.379
522.623,236197.07,-1669.496,-8.958,1166202.189,7.225,0.379
522.673,236113.584,-1669.944,-8.958,1166202.189,7.227,0.379
522.723,236030.076,-1670.392,-8.958,1166202.189,7.228,0.379
522.773,235946.545,-1670.839,-8.959,1166202.189,7.229,0.379
522.823,235862.992,-1671.287,-8.959,1166202.189,7.231,0.379
522.873,235779.416,-1671.735,-8.959,1166202.189,7.232,0.379
522.923,235695.818,-1672.183,-8.959,1166202.189,7.234,0.379
522.973,235612.198,-1672.631,-8.959,1166202.189,7.235,0.379
523.023,235528.555,-1673.079,-8.96,1166202.189,7.236,0.378
523.073,235444.89,-1673.527,-8.96,1166202.189,7.237,0.378
523.123,235361.202,-1673.975,-8.96,1166202.189,7.239,0.378
523.173,235277.492,-1674.423,-8.96,1166202.189,7.24,0.378
523.223,235193.76,-1674.871,-8.961,1166202.189,7.241,0.378
523.273,235110.005,-1675.319,-8.961,1166202.189,7.242,0.378
523.323,235026.228,-1675.767,-8.961,1166202.189,7.244,0.378
523.373,234942.428,-1676.216,-8.961,1166202.189,7.245,0.378
523.423,234858.606,-1676.664,-8.962,1166202.189,7.246,0.378
523.473,234774.762,-1677.112,-8.962,1166202.189,7.247,0.378
523.523,234690.895,-1677.56,-8.962,1166202.189,7.248,0.378
523.573,234607.006,-1678.008,-8.962,1166202.189,7.25,0.378
523.623,234523.095,-1678.456,-8.963,1166202.189,7.251,0.378
523.673,234439.16,-1678.904,-8.963,1166202.189,7.252,0.378
523.723,234355.204,-1679.352,-8.963,1166202.189,7.254,0.378
523.773,234271.225,-1679.8,-8.963,1166202.189,7.255,0.378
523.823,234187.224,-1680.249,-8.963,1166202.189,7.256,0.378
523.873,234103.2,-1680.697,-8.964,1166202.189,7.258,0.377
523.923,234019.154,-1681.145,-8.964,1166202.189,7.259,0.377
523.973,233935.086,-1681.593,-8.964,1166202.189,7.26,0.377
524.023,233850.995,-1682.041,-8.964,1166202.189,7.262,0.377
524.073,233766.882,-1682.49,-8.965,1166202.189,7.263,0.377
524.123,233682.746,-1682.938,-8.965,1166202.189,7.264,0.377
524.173,233598.588,-1683.386,-8.965,1166202.189,7.266,0.377
524.223,233514.407,-1683.834,-8.965,1166202.189,7.267,0.377
524.273,233430.205,-1684.283,-8.966,1166202.189,7.268,0.377
524.323,233345.979,-1684.731,-8.966,1166202.189,7.269,0.377
524.373,233261.731,-1685.179,-8.966,1166202.189,7.27,0.377
524.423,233177.461,-1685.628,-8.966,1166202.189,7.272,0.377
524.473,233093.169,-1686.076,-8.967,1166202.189,7.273,0.377
524.523,233008.854,-1686.524,-8.967,1166202.189,7.275,0.377
524.573,232924.516,-1686.973,-8.967,1166202.189,7.276,0.377
524.623,232840.156,-1687.421,-8.967,1166202.189,7.277,0.377
524.673,232755.774,-1687.869,-8.967,1166202.189,7.279,0.376
524.723,232671.369,-1688.318,-8.968,1166202.189,7.28,0.376
524.773,232586.942,-1688.766,-8.968,1166202.189,7.281,0.376
524.823,232502.493,-1689.215,-8.968,1166202.189,7.283,0.376
524.873,232418.021,-1689.663,-8.968,1166202.189,7.284,0.376
524.923,232333.527,-1690.111,-8.969,1166202.189,7.285,0.376
524.973,232249.01,-1690.56,-8.969,1166202.189,7.287,0.376
525.023,232164.471,-1691.008,-8.969,1166202.189,7.288,0.376
525.073,232079.909,-1691.457,-8.969,1166202.189,7.29,0.376
525.123,231995.325,-1691.905,-8.97,1166202.189,7.291,0.376
525.173,231910.718,-1692.354,-8.97,1166202.189,7.292,0.376
525.223,231826.089,-1692.802,-8.97,1166202.189,7.293,0.376
525.273,231741.438,-1693.251,-8.97,1166202.189,7.295,0.376
525.323,231656.764,-1693.699,-8.971,1166202.189,7.296,0.376
525.373,231572.068,-1694.148,-8.971,1166202.189,7.298,0.376
525.423,231487.35,-1694.596,-8.971,1166202.189,7.299,0.376
525.473,231402.609,-1695.045,-8.971,1166202.189,7.3,0.375
525.523,231317.845,-1695.494,-8.972,1166202.189,7.301,0.375
525.573,231233.059,-1695.942,-8.972,1166202.189,7.303,0.375
525.623,231148.251,-1696.391,-8.972,1166202.189,7.304,0.375
525.673,231063.42,-1696.839,-8.972,1166202.189,7.305,0.375
525.723,230978.567,-1697.288,-8.972,1166202.189,7.307,0.375
525.773,230893.691,-1697.737,-8.973,1166202.189,7.308,0.375
525.823,230808.793,-1698.185,-8.973,1166202.189,7.309,0.375
525.873,230723.873,-1698.634,-8.973,1166202.189,7.311,0.375
525.923,230638.93,-1699.083,-8.973,1166202.189,7.312,0.375
525.973,230553.965,-1699.531,-8.974,1166202.189,7.313,0.375
526.023,230468.977,-1699.98,-8.974,1166202.189,7.315,0.375
526.073,230383.967,-1700.429,-8.974,1166202.189,7.316,0.375
526.123,230298.934,-1700.877,-8.974,1166202.189,7.317,0.375
526.173,230213.879,-1701.326,-8.975,1166202.189,7.319,0.375
526.223,230128.801,-1701.775,-8.975,1166202.189,7.32,0.375
526.273,230043.701,-1702.224,-8.975,1166202.189,7.321,0.374
526.323,229958.579,-1702.672,-8.975,1166202.189,7.322,0.374
526.373,229873.434,-1703.121,-8.976,1166202.189,7.324,0.374
526.423,229788.267,-1703.57,-8.976,1166202.189,7.325,0.374
526.473,229703.077,-1704.019,-8.976,1166202.189,7.326,0.374
526.523,229617.865,-1704.468,-8.976,1166202.189,7.328,0.374
526.573,229532.63,-1704.916,-8.977,1166202.189,7.329,0.374
526.623,229447.373,-1705.365,-8.977,1166202.189,7.33,0.374
526.673,229362.094,-1705.814,-8.977,1166202.189,7.332,0.374
526.723,229276.792,-1706.263,-8.977,1166202.189,7.333,0.374
526.773,229191.467,-1706.712,-8.978,1166202.189,7.334,0.374
526.823,229106.121,-1707.161,-8.978,1166202.189,7.336,0.374
526.873,229020.751,-1707.61,-8.978,1166202.189,7.337,0.374
526.923,228935.36,-1708.059,-8.978,1166202.189,7.338,0.374
526.973,228849.946,-1708.507,-8.978,1166202.189,7.339,0.374
527.023,228764.509,-1708.956,-8.979,1166202.189,7.341,0.374
527.073,228679.05,-1709.405,-8.979,1166202.189,7.342,0.374
527.123,228593.568,-1709.854,-8.979,1166202.189,7.343,0.374
527.173,228508.064,-1710.303,-8.979,1166202.189,7.345,0.373
527.223,228422.538,-1710.752,-8.98,1166202.189,7.346,0.373
527.273,228336.989,-1711.201,-8.98,1166202.189,7.347,0.373
527.323,228251.418,-1711.65,-8.98,1166202.189,7.349,0.373
527.373,228165.824,-1712.099,-8.98,1166202.189,7.35,0.373
527.423,228080.208,-1712.548,-8.981,1166202.189,7.352,0.373
527.473,227994.569,-1712.997,-8.981,1166202.189,7.353,0.373
527.523,227908.908,-1713.446,-8.981,1166202.189,7.354,0.373
527.573,227823.225,-1713.895,-8.981,1166202.189,7.355,0.373
527.623,227737.519,-1714.345,-8.982,1166202.189,7.357,0.373
527.673,227651.79,-1714.794,-8.982,1166202.189,7.358,0.373
527.723,227566.039,-1715.243,-8.982,1166202.189,7.36,0.373
527.773,227480.266,-1715.692,-8.982,1166202.189,7.361,0.373
527.823,227394.47,-1716.141,-8.983,1166202.189,7.362,0.373
527.873,227308.652,-1716.59,-8.983,1166202.189,7.363,0.373
527.923,227222.811,-1717.039,-8.983,1166202.189,7.365,0.373
527.973,227136.948,-1717.488,-8.983,1166202.189,7.366,0.372
528.023,227051.062,-1717.938,-8.984,1166202.189,7.367,0.372
528.073,226965.154,-1718.387,-8.984,1166202.189,7.369,0.372
528.123,226879.224,-1718.836,-8.984,1166202.189,7.37,0.372
528.173,226793.271,-1719.285,-8.984,1166202.189,7.372,0.372
528.223,226707.295,-1719.734,-8.985,1166202.189,7.373,0.372
528.273,226621.297,-1720.184,-8.985,1166202.189,7.374,0.372
528.323,226535.277,-1720.633,-8.985,1166202.189,7.375,0.372
528.373,226449.234,-1721.082,-8.985,1166202.189,7.377,0.372
528.423,226363.169,-1721.531,-8.985,1166202.189,7.378,0.372
528.473,226277.081,-1721.981,-8.986,1166202.189,7.379,0.372
528.523,226190.97,-1722.43,-8.986,1166202.189,7.381,0.372
528.573,226104.838,-1722.879,-8.986,1166202.189,7.382,0.372
528.623,226018.683,-1723.329,-8.986,1166202.189,7.383,0.372
528.673,225932.505,-1723.778,-8.987,1166202.189,7.384,0.372
528.723,225846.305,-1724.227,-8.987,1166202.189,7.385,0.372
528.773,225760.082,-1724.677,-8.987,1166202.189,7.387,0.372
528.823,225673.837,-1725.126,-8.987,1166202.189,7.388,0.371
528.873,225587.569,-1725.576,-8.988,1166202.189,7.389,0.371
528.923,225501.279,-1726.025,-8.988,1166202.189,7.391,0.371
528.973,225414.967,-1726.474,-8.988,1166202.189,7.392,0.371
529.023,225328.632,-1726.924,-8.988,1166202.189,7.393,0.371
529.073,225242.275,-1727.373,-8.989,1166202.189,7.395,0.371
529.123,225155.895,-1727.823,-8.989,1166202.189,7.396,0.371
529.173,225069.492,-1728.272,-8.989,1166202.189,7.397,0.371
529.223,224983.068,-1728.722,-8.989,1166202.189,7.399,0.371
529.273,224896.62,-1729.171,-8.99,1166202.189,7.4,0.371
529.323,224810.15,-1729.62,-8.99,1166202.189,7.401,0.371
529.373,224723.658,-1730.07,-8.99,1166202.189,7.403,0.371
529.423,224637.143,-1730.52,-8.99,1166202.189,7.404,0.371
529.473,224550.606,-1730.969,-8.991,1166202.189,7.406,0.371
529.523,224464.047,-1731.419,-8.991,1166202.189,7.407,0.371
529.573,224377.464,-1731.868,-8.991,1166202.189,7.408,0.371
529.623,224290.86,-1732.318,-8.991,1166202.189,7.409,0.371
529.673,224204.233,-1732.767,-8.992,1166202.189,7.411,0.37
529.723,224117.583,-1733.217,-8.992,1166202.189,7.412,0.37
529.773,224030.911,-1733.666,-8.992,1166202.189,7.413,0.37
529.823,223944.216,-1734.116,-8.992,1166202.189,7.415,0.37
529.873,223857.499,-1734.566,-8.993,1166202.189,7.416,0.37
529.923,223770.76,-1735.015,-8.993,1166202.189,7.418,0.37
529.973,223683.998,-1735.465,-8.993,1166202.189,7.419,0.37
530.023,223597.213,-1735.915,-8.993,1166202.189,7.42,0.37
530.073,223510.406,-1736.364,-8.994,1166202.189,7.422,0.37
530.123,223423.577,-1736.814,-8.994,1166202.189,7.423,0.37
530.173,223336.725,-1737.264,-8.994,1166202.189,7.424,0.37
530.223,223249.85,-1737.713,-8.994,1166202.189,7.426,0.37
530.273,223162.954,-1738.163,-8.994,1166202.189,7.427,0.37
530.323,223076.034,-1738.613,-8.995,1166202.189,7.428,0.37
530.373,222989.092,-1739.063,-8.995,1166202.189,7.43,0.37
530.423,222902.128,-1739.512,-8.995,1166202.189,7.431,0.37
530.473,222815.141,-1739.962,-8.995,1166202.189,7.432,0.37
530.523,222728.132,-1740.412,-8.996,1166202.189,7.433,0.369
530.573,222641.1,-1740.862,-8.996,1166202.189,7.434,0.369
530.623,222554.045,-1741.312,-8.996,1166202.189,7.436,0.369
530.673,222466.969,-1741.761,-8.996,1166202.189,7.437,0.369
530.723,222379.869,-1742.211,-8.997,1166202.189,7.438,0.369
530.773,222292.748,-1742.661,-8.997,1166202.189,7.439,0.369
530.823,222205.603,-1743.111,-8.997,1166202.189,7.441,0.369
530.873,222118.436,-1743.561,-8.997,1166202.189,7.442,0.369
530.923,222031.247,-1744.011,-8.998,1166202.189,7.444,0.369
530.973,221944.035,-1744.461,-8.998,1166202.189,7.445,0.369
531.023,221856.801,-1744.911,-8.998,1166202.189,7.447,0.369
531.073,221769.544,-1745.36,-8.998,1166202.189,7.448,0.369
531.123,221682.265,-1745.81,-8.999,1166202.189,7.449,0.369
531.173,221594.963,-1746.26,-8.999,1166202.189,7.451,0.369
531.223,221507.639,-1746.71,-8.999,1166202.189,7.452,0.369
531.273,221420.292,-1747.16,-8.999,1166202.189,7.453,0.369
