# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Mass (g),Mach number (​),Drag coefficient (​)
308.623,50457.393,-1169.828,-9.586,1445581.733,3.645,0.349
308.673,50398.889,-1170.308,-9.586,1445581.733,3.646,0.348
308.723,50340.362,-1170.787,-9.586,1445581.733,3.648,0.348
308.773,50281.811,-1171.266,-9.586,1445581.733,3.649,0.348
308.823,50223.235,-1171.746,-9.587,1445581.733,3.65,0.347
308.873,50164.636,-1172.225,-9.587,1445581.733,3.652,0.347
308.923,50106.013,-1172.704,-9.587,1445581.733,3.653,0.347
308.973,50047.366,-1173.184,-9.587,1445581.733,3.655,0.346
309.023,49988.694,-1173.663,-9.588,1445581.733,3.656,0.346
309.073,49929.999,-1174.142,-9.588,1445581.733,3.657,0.346
309.123,49871.28,-1174.622,-9.588,1445581.733,3.659,0.345
309.173,49812.537,-1175.101,-9.588,1445581.733,3.66,0.345
309.223,49753.77,-1175.581,-9.588,1445581.733,3.662,0.345
309.273,49694.979,-1176.06,-9.589,1445581.733,3.663,0.345
309.323,49636.164,-1176.54,-9.589,1445581.733,3.664,0.344
309.373,49577.325,-1177.019,-9.589,1445581.733,3.666,0.344
309.423,49518.462,-1177.499,-9.589,1445581.733,3.667,0.344
309.473,49459.575,-1177.978,-9.59,1445581.733,3.669,0.343
309.523,49400.664,-1178.457,-9.59,1445581.733,3.67,0.343
309.573,49341.729,-1178.937,-9.59,1445581.733,3.671,0.343
309.623,49282.771,-1179.416,-9.59,1445581.733,3.673,0.342
309.673,49223.788,-1179.896,-9.59,1445581.733,3.674,0.342
309.723,49164.781,-1180.376,-9.59,1445581.733,3.676,0.342
309.773,49105.75,-1180.855,-9.591,1445581.733,3.677,0.341
309.823,49046.696,-1181.335,-9.591,1445581.733,3.678,0.341
309.873,48987.617,-1181.814,-9.591,1445581.733,3.68,0.341
309.923,48928.514,-1182.294,-9.591,1445581.733,3.681,0.34
309.973,48869.387,-1182.773,-9.591,1445581.733,3.683,0.34
310.023,48810.237,-1183.253,-9.591,1445581.733,3.684,0.34
310.073,48751.062,-1183.732,-9.591,1445581.733,3.686,0.339
310.123,48691.864,-1184.212,-9.591,1445581.733,3.687,0.339
310.173,48632.641,-1184.692,-9.591,1445581.733,3.689,0.339
310.223,48573.394,-1185.171,-9.591,1445581.733,3.69,0.338
310.273,48514.124,-1185.651,-9.591,1445581.733,3.691,0.338
310.323,48454.829,-1186.13,-9.591,1445581.733,3.693,0.338
310.373,48395.511,-1186.61,-9.591,1445581.733,3.694,0.338
310.423,48336.168,-1187.089,-9.591,1445581.733,3.695,0.337
310.473,48276.802,-1187.569,-9.591,1445581.733,3.697,0.337
310.523,48217.411,-1188.048,-9.591,1445581.733,3.698,0.337
310.573,48157.997,-1188.528,-9.591,1445581.733,3.7,0.336
310.623,48098.559,-1189.008,-9.591,1445581.733,3.701,0.336
310.673,48039.096,-1189.487,-9.591,1445581.733,3.702,0.336
310.723,47979.61,-1189.967,-9.59,1445581.733,3.704,0.335
310.773,47920.1,-1190.446,-9.59,1445581.733,3.705,0.335
310.823,47860.565,-1190.926,-9.59,1445581.733,3.707,0.335
310.873,47801.007,-1191.405,-9.589,1445581.733,3.708,0.334
310.923,47741.425,-1191.885,-9.589,1445581.733,3.709,0.334
310.973,47681.819,-1192.364,-9.589,1445581.733,3.711,0.334
311.023,47622.188,-1192.844,-9.588,1445581.733,3.712,0.334
311.073,47562.534,-1193.323,-9.588,1445581.733,3.714,0.333
311.123,47502.856,-1193.802,-9.588,1445581.733,3.715,0.333
311.173,47443.154,-1194.282,-9.587,1445581.733,3.717,0.333
311.223,47383.428,-1194.761,-9.587,1445581.733,3.718,0.332
311.273,47323.678,-1195.24,-9.586,1445581.733,3.719,0.332
311.323,47263.904,-1195.72,-9.586,1445581.733,3.721,0.332
311.373,47204.106,-1196.199,-9.585,1445581.733,3.722,0.331
311.423,47144.284,-1196.678,-9.585,1445581.733,3.724,0.331
311.473,47084.438,-1197.157,-9.584,1445581.733,3.725,0.331
311.523,47024.568,-1197.637,-9.583,1445581.733,3.727,0.331
311.573,46964.674,-1198.116,-9.583,1445581.733,3.729,0.33
311.623,46904.757,-1198.595,-9.582,1445581.733,3.731,0.33
311.673,46844.815,-1199.074,-9.581,1445581.733,3.734,0.329
311.723,46784.849,-1199.553,-9.58,1445581.733,3.736,0.329
311.773,46724.86,-1200.032,-9.579,1445581.733,3.739,0.329
311.823,46664.846,-1200.511,-9.579,1445581.733,3.742,0.328
311.873,46604.809,-1200.99,-9.578,1445581.733,3.744,0.328
311.923,46544.747,-1201.469,-9.577,1445581.733,3.747,0.328
311.973,46484.662,-1201.948,-9.576,1445581.733,3.749,0.327
312.023,46424.552,-1202.426,-9.575,1445581.733,3.752,0.327
312.073,46364.419,-1202.905,-9.574,1445581.733,3.754,0.326
312.123,46304.262,-1203.384,-9.573,1445581.733,3.757,0.326
312.173,46244.081,-1203.862,-9.572,1445581.733,3.76,0.326
312.223,46183.876,-1204.341,-9.57,1445581.733,3.762,0.325
312.273,46123.647,-1204.819,-9.569,1445581.733,3.765,0.325
312.323,46063.394,-1205.298,-9.568,1445581.733,3.767,0.325
312.373,46003.117,-1205.776,-9.567,1445581.733,3.77,0.324
312.423,45942.816,-1206.255,-9.566,1445581.733,3.773,0.324
312.473,45882.491,-1206.733,-9.564,1445581.733,3.775,0.323
312.523,45822.143,-1207.211,-9.563,1445581.733,3.778,0.323
312.573,45761.77,-1207.689,-9.562,1445581.733,3.78,0.323
312.623,45701.374,-1208.167,-9.56,1445581.733,3.783,0.322
312.673,45640.954,-1208.645,-9.559,1445581.733,3.786,0.322
312.723,45580.509,-1209.123,-9.558,1445581.733,3.788,0.322
312.773,45520.041,-1209.601,-9.556,1445581.733,3.791,0.321
312.823,45459.549,-1210.079,-9.555,1445581.733,3.794,0.321
312.873,45399.033,-1210.556,-9.553,1445581.733,3.796,0.321
312.923,45338.494,-1211.034,-9.551,1445581.733,3.799,0.32
312.973,45277.93,-1211.512,-9.55,1445581.733,3.801,0.32
313.023,45217.342,-1211.989,-9.548,1445581.733,3.804,0.319
313.073,45156.731,-1212.466,-9.546,1445581.733,3.807,0.319
313.123,45096.096,-1212.944,-9.545,1445581.733,3.809,0.319
313.173,45035.437,-1213.421,-9.543,1445581.733,3.812,0.318
313.223,44974.754,-1213.898,-9.541,1445581.733,3.814,0.318
313.273,44914.047,-1214.375,-9.539,1445581.733,3.817,0.318
313.323,44853.316,-1214.852,-9.537,1445581.733,3.82,0.317
313.373,44792.562,-1215.329,-9.535,1445581.733,3.822,0.317
313.423,44731.783,-1215.805,-9.533,1445581.733,3.825,0.317
313.473,44670.981,-1216.282,-9.531,1445581.733,3.828,0.316
313.523,44610.155,-1216.759,-9.529,1445581.733,3.83,0.316
313.573,44549.305,-1217.235,-9.527,1445581.733,3.833,0.316
313.623,44488.432,-1217.711,-9.524,1445581.733,3.836,0.315
313.673,44427.534,-1218.187,-9.522,1445581.733,3.838,0.315
313.723,44366.613,-1218.663,-9.519,1445581.733,3.841,0.314
313.773,44305.668,-1219.139,-9.516,1445581.733,3.844,0.314
313.823,44244.699,-1219.615,-9.513,1445581.733,3.846,0.314
313.873,44183.706,-1220.091,-9.51,1445581.733,3.849,0.313
313.923,44122.69,-1220.566,-9.507,1445581.733,3.852,0.313
313.973,44061.65,-1221.041,-9.504,1445581.733,3.854,0.313
314.023,44000.586,-1221.517,-9.501,1445581.733,3.857,0.312
314.073,43939.498,-1221.991,-9.497,1445581.733,3.86,0.312
314.123,43878.387,-1222.466,-9.493,1445581.733,3.862,0.312
314.173,43817.252,-1222.941,-9.489,1445581.733,3.865,0.311
314.223,43756.093,-1223.415,-9.485,1445581.733,3.868,0.311
314.273,43694.91,-1223.889,-9.481,1445581.733,3.87,0.311
314.323,43633.704,-1224.363,-9.477,1445581.733,3.873,0.31
314.373,43572.474,-1224.837,-9.472,1445581.733,3.876,0.31
314.423,43511.22,-1225.31,-9.468,1445581.733,3.878,0.31
314.473,43449.943,-1225.784,-9.463,1445581.733,3.881,0.309
314.523,43388.642,-1226.257,-9.458,1445581.733,3.884,0.309
314.573,43327.317,-1226.73,-9.453,1445581.733,3.886,0.309
314.623,43265.969,-1227.202,-9.447,1445581.733,3.889,0.308
314.673,43204.597,-1227.674,-9.442,1445581.733,3.892,0.308
314.723,43143.201,-1228.146,-9.436,1445581.733,3.894,0.308
314.773,43081.782,-1228.618,-9.43,1445581.733,3.897,0.307
314.823,43020.339,-1229.089,-9.424,1445581.733,3.9,0.307
314.873,42958.873,-1229.56,-9.417,1445581.733,3.902,0.307
314.923,42897.383,-1230.031,-9.411,1445581.733,3.905,0.306
314.973,42835.87,-1230.501,-9.404,1445581.733,3.908,0.306
315.023,42774.333,-1230.971,-9.396,1445581.733,3.91,0.306
315.073,42712.773,-1231.441,-9.389,1445581.733,3.913,0.305
315.123,42651.189,-1231.91,-9.381,1445581.733,3.916,0.305
315.173,42589.582,-1232.379,-9.374,1445581.733,3.919,0.305
315.223,42527.951,-1232.848,-9.366,1445581.733,3.921,0.304
315.273,42466.297,-1233.316,-9.357,1445581.733,3.924,0.304
315.323,42404.62,-1233.783,-9.348,1445581.733,3.927,0.304
315.373,42342.919,-1234.25,-9.339,1445581.733,3.929,0.303
315.423,42281.195,-1234.717,-9.33,1445581.733,3.932,0.303
315.473,42219.447,-1235.184,-9.321,1445581.733,3.935,0.303
315.523,42157.676,-1235.649,-9.311,1445581.733,3.938,0.302
315.573,42095.882,-1236.115,-9.301,1445581.733,3.94,0.302
315.623,42034.065,-1236.579,-9.291,1445581.733,3.943,0.302
315.673,41972.224,-1237.044,-9.28,1445581.733,3.946,0.301
315.723,41910.361,-1237.507,-9.269,1445581.733,3.949,0.301
315.773,41848.474,-1237.971,-9.258,1445581.733,3.951,0.301
315.823,41786.564,-1238.433,-9.246,1445581.733,3.954,0.3
315.873,41724.63,-1238.895,-9.234,1445581.733,3.957,0.3
315.923,41662.674,-1239.357,-9.221,1445581.733,3.959,0.3
315.973,41600.695,-1239.817,-9.209,1445581.733,3.962,0.299
316.023,41538.692,-1240.277,-9.196,1445581.733,3.965,0.299
316.073,41476.667,-1240.737,-9.183,1445581.733,3.968,0.299
316.123,41414.619,-1241.196,-9.169,1445581.733,3.97,0.298
316.173,41352.547,-1241.654,-9.155,1445581.733,3.973,0.298
316.223,41290.453,-1242.111,-9.141,1445581.733,3.976,0.298
316.273,41228.336,-1242.568,-9.126,1445581.733,3.979,0.297
316.323,41166.196,-1243.024,-9.112,1445581.733,3.981,0.297
316.373,41104.034,-1243.479,-9.097,1445581.733,3.984,0.297
316.423,41041.849,-1243.934,-9.081,1445581.733,3.987,0.296
316.473,40979.641,-1244.387,-9.066,1445581.733,3.99,0.296
316.523,40917.41,-1244.84,-9.05,1445581.733,3.992,0.296
316.573,40855.157,-1245.292,-9.033,1445581.733,3.995,0.296
316.623,40792.881,-1245.744,-9.017,1445581.733,3.998,0.295
316.673,40730.582,-1246.194,-9,1445581.733,4.001,0.295
316.723,40668.261,-1246.644,-8.983,1445581.733,4.003,0.295
316.773,40605.918,-1247.092,-8.966,1445581.733,4.006,0.294
316.823,40543.552,-1247.54,-8.948,1445581.733,4.009,0.294
316.873,40481.164,-1247.987,-8.93,1445581.733,4.011,0.294
316.923,40418.753,-1248.433,-8.912,1445581.733,4.014,0.293
316.973,40356.321,-1248.878,-8.894,1445581.733,4.017,0.293
317.023,40293.866,-1249.323,-8.876,1445581.733,4.019,0.293
317.073,40231.388,-1249.766,-8.858,1445581.733,4.022,0.292
317.123,40168.889,-1250.208,-8.84,1445581.733,4.025,0.292
317.173,40106.368,-1250.65,-8.822,1445581.733,4.028,0.292
317.223,40043.824,-1251.091,-8.805,1445581.733,4.031,0.292
317.273,39981.258,-1251.53,-8.787,1445581.733,4.033,0.291
317.323,39918.671,-1251.969,-8.769,1445581.733,4.036,0.291
317.373,39856.062,-1252.407,-8.751,1445581.733,4.039,0.291
317.423,39793.43,-1252.844,-8.733,1445581.733,4.042,0.29
317.473,39730.777,-1253.281,-8.715,1445581.733,4.044,0.29
317.523,39668.102,-1253.716,-8.698,1445581.733,4.047,0.29
317.573,39605.406,-1254.15,-8.681,1445581.733,4.05,0.289
317.623,39542.687,-1254.584,-8.665,1445581.733,4.052,0.289
317.673,39479.947,-1255.017,-8.648,1445581.733,4.055,0.289
317.723,39417.186,-1255.449,-8.632,1445581.733,4.058,0.289
317.773,39354.402,-1255.88,-8.616,1445581.733,4.061,0.288
317.823,39291.598,-1256.31,-8.6,1445581.733,4.063,0.288
317.873,39228.771,-1256.74,-8.585,1445581.733,4.066,0.288
317.923,39165.924,-1257.169,-8.572,1445581.733,4.069,0.287
317.973,39103.054,-1257.597,-8.558,1445581.733,4.072,0.287
318.023,39040.164,-1258.025,-8.546,1445581.733,4.074,0.287
318.073,38977.252,-1258.452,-8.533,1445581.733,4.077,0.286
318.123,38914.319,-1258.878,-8.521,1445581.733,4.08,0.286
318.173,38851.364,-1259.304,-8.509,1445581.733,4.083,0.286
318.223,38788.388,-1259.729,-8.499,1445581.733,4.085,0.286
318.273,38725.391,-1260.154,-8.49,1445581.733,4.088,0.285
318.323,38662.373,-1260.578,-8.482,1445581.733,4.091,0.285
318.373,38599.333,-1261.002,-8.474,1445581.733,4.094,0.285
318.423,38536.273,-1261.426,-8.467,1445581.733,4.096,0.284
318.473,38473.191,-1261.849,-8.46,1445581.733,4.099,0.284
318.523,38410.088,-1262.272,-8.455,1445581.733,4.102,0.284
318.573,38346.964,-1262.694,-8.449,1445581.733,4.105,0.284
318.623,38283.818,-1263.117,-8.445,1445581.733,4.107,0.283
318.673,38220.652,-1263.539,-8.442,1445581.733,4.11,0.283
318.723,38157.464,-1263.961,-8.44,1445581.733,4.113,0.283
318.773,38094.256,-1264.383,-8.439,1445581.733,4.116,0.282
318.823,38031.026,-1264.805,-8.439,1445581.733,4.118,0.282
318.873,37967.775,-1265.227,-8.44,1445581.733,4.121,0.282
318.923,37904.503,-1265.649,-8.441,1445581.733,4.124,0.282
318.973,37841.21,-1266.071,-8.443,1445581.733,4.127,0.281
319.023,37777.896,-1266.493,-8.446,1445581.733,4.13,0.281
319.073,37714.561,-1266.916,-8.449,1445581.733,4.132,0.281
319.123,37651.205,-1267.338,-8.453,1445581.733,4.135,0.28
319.173,37587.827,-1267.761,-8.458,1445581.733,4.138,0.28
319.223,37524.429,-1268.184,-8.465,1445581.733,4.141,0.28
319.273,37461.009,-1268.607,-8.472,1445581.733,4.144,0.28
319.323,37397.568,-1269.031,-8.478,1445581.733,4.147,0.279
319.373,37334.106,-1269.455,-8.485,1445581.733,4.149,0.279
319.423,37270.622,-1269.88,-8.493,1445581.733,4.152,0.279
319.473,37207.118,-1270.305,-8.501,1445581.733,4.155,0.278
319.523,37143.592,-1270.73,-8.51,1445581.733,4.158,0.278
319.573,37080.045,-1271.156,-8.52,1445581.733,4.161,0.278
319.623,37016.476,-1271.582,-8.53,1445581.733,4.163,0.278
319.673,36952.887,-1272.009,-8.541,1445581.733,4.166,0.277
319.723,36889.276,-1272.436,-8.551,1445581.733,4.169,0.277
319.773,36825.643,-1272.864,-8.561,1445581.733,4.172,0.277
319.823,36761.989,-1273.292,-8.572,1445581.733,4.175,0.277
319.873,36698.314,-1273.721,-8.582,1445581.733,4.178,0.276
319.923,36634.617,-1274.15,-8.593,1445581.733,4.18,0.276
319.973,36570.899,-1274.58,-8.604,1445581.733,4.183,0.276
320.023,36507.159,-1275.011,-8.615,1445581.733,4.186,0.275
320.073,36443.398,-1275.442,-8.626,1445581.733,4.189,0.275
320.123,36379.615,-1275.873,-8.637,1445581.733,4.192,0.275
320.173,36315.81,-1276.305,-8.648,1445581.733,4.195,0.275
320.223,36251.984,-1276.738,-8.658,1445581.733,4.197,0.274
320.273,36188.137,-1277.171,-8.669,1445581.733,4.2,0.274
320.323,36124.267,-1277.605,-8.68,1445581.733,4.203,0.274
320.373,36060.376,-1278.039,-8.691,1445581.733,4.206,0.274
320.423,35996.463,-1278.474,-8.701,1445581.733,4.209,0.273
320.473,35932.529,-1278.909,-8.71,1445581.733,4.212,0.273
320.523,35868.572,-1279.345,-8.719,1445581.733,4.215,0.273
320.573,35804.594,-1279.781,-8.728,1445581.733,4.218,0.272
320.623,35740.594,-1280.218,-8.737,1445581.733,4.22,0.272
320.673,35676.572,-1280.655,-8.747,1445581.733,4.223,0.272
320.723,35612.529,-1281.093,-8.755,1445581.733,4.226,0.272
320.773,35548.463,-1281.531,-8.764,1445581.733,4.229,0.271
320.823,35484.376,-1281.969,-8.771,1445581.733,4.232,0.271
320.873,35420.266,-1282.408,-8.778,1445581.733,4.235,0.271
320.923,35356.135,-1282.847,-8.785,1445581.733,4.238,0.271
320.973,35291.981,-1283.286,-8.791,1445581.733,4.241,0.27
321.023,35227.806,-1283.726,-8.797,1445581.733,4.244,0.27
321.073,35163.609,-1284.166,-8.803,1445581.733,4.247,0.27
321.123,35099.39,-1284.606,-8.809,1445581.733,4.25,0.27
321.173,35035.148,-1285.047,-8.814,1445581.733,4.253,0.269
321.223,34970.885,-1285.488,-8.819,1445581.733,4.256,0.269
321.273,34906.599,-1285.929,-8.822,1445581.733,4.258,0.269
321.323,34842.292,-1286.37,-8.825,1445581.733,4.261,0.269
321.373,34777.962,-1286.811,-8.829,1445581.733,4.264,0.268
321.423,34713.611,-1287.253,-8.832,1445581.733,4.267,0.268
321.473,34649.237,-1287.694,-8.834,1445581.733,4.27,0.268
321.523,34584.841,-1288.136,-8.836,1445581.733,4.273,0.267
321.573,34520.424,-1288.578,-8.837,1445581.733,4.276,0.267
321.623,34455.984,-1289.02,-8.838,1445581.733,4.279,0.267
321.673,34391.522,-1289.462,-8.839,1445581.733,4.282,0.267
321.723,34327.037,-1289.904,-8.84,1445581.733,4.285,0.266
321.773,34262.531,-1290.346,-8.84,1445581.733,4.288,0.266
321.823,34198.003,-1290.788,-8.839,1445581.733,4.29,0.266
321.873,34133.452,-1291.23,-8.839,1445581.733,4.293,0.266
321.923,34068.88,-1291.672,-8.838,1445581.733,4.296,0.265
321.973,34004.285,-1292.114,-8.838,1445581.733,4.299,0.265
322.023,33939.668,-1292.555,-8.836,1445581.733,4.302,0.265
322.073,33875.03,-1292.997,-8.833,1445581.733,4.305,0.265
322.123,33810.369,-1293.439,-8.831,1445581.733,4.308,0.264
322.173,33745.686,-1293.88,-8.828,1445581.733,4.311,0.264
322.223,33680.981,-1294.322,-8.825,1445581.733,4.314,0.264
322.273,33616.254,-1294.763,-8.822,1445581.733,4.317,0.264
322.323,33551.504,-1295.204,-8.819,1445581.733,4.32,0.263
322.373,33486.733,-1295.645,-8.815,1445581.733,4.323,0.263
322.423,33421.94,-1296.085,-8.81,1445581.733,4.326,0.263
322.473,33357.125,-1296.526,-8.805,1445581.733,4.329,0.263
322.523,33292.287,-1296.966,-8.8,1445581.733,4.332,0.262
322.573,33227.428,-1297.406,-8.795,1445581.733,4.335,0.262
322.623,33162.547,-1297.845,-8.79,1445581.733,4.338,0.262
322.673,33097.644,-1298.285,-8.784,1445581.733,4.341,0.262
322.723,33032.718,-1298.724,-8.778,1445581.733,4.344,0.261
322.773,32967.771,-1299.163,-8.772,1445581.733,4.347,0.261
322.823,32902.802,-1299.601,-8.765,1445581.733,4.35,0.261
322.873,32837.811,-1300.039,-8.758,1445581.733,4.353,0.261
322.923,32772.798,-1300.477,-8.75,1445581.733,4.356,0.26
322.973,32707.763,-1300.914,-8.742,1445581.733,4.359,0.26
323.023,32642.707,-1301.351,-8.733,1445581.733,4.362,0.26
323.073,32577.628,-1301.787,-8.725,1445581.733,4.365,0.26
323.123,32512.528,-1302.224,-8.716,1445581.733,4.368,0.259
323.173,32447.406,-1302.659,-8.706,1445581.733,4.371,0.259
323.223,32382.262,-1303.094,-8.697,1445581.733,4.374,0.259
323.273,32317.097,-1303.529,-8.687,1445581.733,4.377,0.259
323.323,32251.909,-1303.963,-8.677,1445581.733,4.38,0.258
323.373,32186.7,-1304.396,-8.666,1445581.733,4.383,0.258
323.423,32121.47,-1304.829,-8.655,1445581.733,4.386,0.258
323.473,32056.217,-1305.262,-8.644,1445581.733,4.389,0.258
323.523,31990.943,-1305.694,-8.632,1445581.733,4.392,0.258
323.573,31925.648,-1306.125,-8.618,1445581.733,4.393,0.257
323.623,31860.331,-1306.556,-8.605,1445581.733,4.395,0.257
323.673,31794.992,-1306.986,-8.591,1445581.733,4.397,0.257
323.723,31729.632,-1307.415,-8.577,1445581.733,4.399,0.257
323.773,31664.251,-1307.843,-8.563,1445581.733,4.401,0.257
323.823,31598.848,-1308.271,-8.548,1445581.733,4.403,0.256
323.873,31533.424,-1308.698,-8.532,1445581.733,4.405,0.256
323.923,31467.978,-1309.124,-8.515,1445581.733,4.407,0.256
323.973,31402.511,-1309.55,-8.498,1445581.733,4.409,0.256
324.023,31337.023,-1309.974,-8.479,1445581.733,4.411,0.256
324.073,31271.514,-1310.398,-8.461,1445581.733,4.413,0.255
324.123,31205.984,-1310.82,-8.441,1445581.733,4.415,0.255
324.173,31140.432,-1311.242,-8.42,1445581.733,4.417,0.255
324.223,31074.859,-1311.662,-8.399,1445581.733,4.419,0.255
324.273,31009.266,-1312.082,-8.377,1445581.733,4.421,0.255
324.323,30943.651,-1312.5,-8.353,1445581.733,4.423,0.254
324.373,30878.016,-1312.917,-8.328,1445581.733,4.425,0.254
324.423,30812.36,-1313.333,-8.301,1445581.733,4.427,0.254
324.473,30746.683,-1313.747,-8.272,1445581.733,4.429,0.254
324.523,30680.985,-1314.16,-8.243,1445581.733,4.431,0.254
324.573,30615.267,-1314.571,-8.212,1445581.733,4.433,0.253
324.623,30549.528,-1314.981,-8.18,1445581.733,4.435,0.253
324.673,30483.769,-1315.389,-8.144,1445581.733,4.436,0.253
324.723,30417.989,-1315.795,-8.107,1445581.733,4.438,0.253
324.773,30352.189,-1316.2,-8.067,1445581.733,4.44,0.253
324.823,30286.369,-1316.602,-8.025,1445581.733,4.442,0.252
324.873,30220.529,-1317.002,-7.981,1445581.733,4.444,0.252
324.923,30154.669,-1317.4,-7.933,1445581.733,4.446,0.252
324.973,30088.789,-1317.796,-7.882,1445581.733,4.448,0.252
325.023,30022.889,-1318.188,-7.827,1445581.733,4.45,0.252
325.073,29956.97,-1318.578,-7.768,1445581.733,4.452,0.252
325.123,29891.032,-1318.965,-7.705,1445581.733,4.454,0.251
325.173,29825.074,-1319.349,-7.638,1445581.733,4.456,0.251
325.223,29759.097,-1319.729,-7.566,1445581.733,4.458,0.251
325.273,29693.101,-1320.105,-7.49,1445581.733,4.46,0.251
325.323,29627.086,-1320.478,-7.408,1445581.733,4.462,0.251
325.373,29561.053,-1320.846,-7.319,1445581.733,4.463,0.25
325.423,29495.002,-1321.209,-7.224,1445581.733,4.465,0.25
325.473,29428.932,-1321.568,-7.121,1445581.733,4.467,0.25
325.523,29362.845,-1321.921,-7.013,1445581.733,4.469,0.25
325.573,29296.74,-1322.269,-6.896,1445581.733,4.471,0.25
325.623,29230.618,-1322.611,-6.772,1445581.733,4.472,0.249
325.673,29164.479,-1322.946,-6.641,1445581.733,4.474,0.249
325.723,29098.324,-1323.275,-6.5,1445581.733,4.476,0.249
325.773,29032.152,-1323.596,-6.353,1445581.733,4.478,0.249
325.823,28965.964,-1323.91,-6.199,1445581.733,4.479,0.249
325.873,28899.761,-1324.216,-6.035,1445581.733,4.481,0.249
325.923,28833.543,-1324.513,-5.863,1445581.733,4.483,0.248
325.973,28767.31,-1324.802,-5.683,1445581.733,4.485,0.248
326.023,28701.063,-1325.082,-5.495,1445581.733,4.486,0.248
326.073,28634.802,-1325.352,-5.301,1445581.733,4.488,0.248
326.123,28568.528,-1325.612,-5.105,1445581.733,4.489,0.248
326.173,28502.241,-1325.862,-4.904,1445581.733,4.491,0.248
326.223,28435.942,-1326.102,-4.698,1445581.733,4.493,0.247
326.273,28369.631,-1326.332,-4.492,1445581.733,4.494,0.247
326.323,28303.309,-1326.551,-4.286,1445581.733,4.496,0.247
326.373,28236.976,-1326.76,-4.082,1445581.733,4.497,0.247
326.423,28170.633,-1326.959,-3.883,1445581.733,4.499,0.247
326.473,28104.28,-1327.149,-3.691,1445581.733,4.5,0.247
326.523,28037.918,-1327.329,-3.507,1445581.733,4.502,0.246
326.573,27971.547,-1327.5,-3.335,1445581.733,4.503,0.246
326.623,27905.168,-1327.662,-3.175,1445581.733,4.505,0.246
326.673,27838.781,-1327.817,-3.03,1445581.733,4.506,0.246
326.723,27772.387,-1327.966,-2.903,1445581.733,4.507,0.246
326.773,27705.985,-1328.108,-2.796,1445581.733,4.509,0.246
326.823,27639.576,-1328.246,-2.713,1445581.733,4.51,0.245
326.873,27573.16,-1328.38,-2.655,1445581.733,4.511,0.245
326.923,27506.738,-1328.512,-2.619,1445581.733,4.513,0.245
326.973,27440.309,-1328.642,-2.599,1445581.733,4.514,0.245
327.023,27373.874,-1328.772,-2.605,1445581.733,4.516,0.245
327.073,27307.432,-1328.903,-2.633,1445581.733,4.517,0.245
327.123,27240.984,-1329.036,-2.68,1445581.733,4.518,0.245
327.173,27174.528,-1329.171,-2.747,1445581.733,4.52,0.244
327.223,27108.066,-1329.311,-2.832,1445581.733,4.521,0.244
327.273,27041.597,-1329.455,-2.934,1445581.733,4.522,0.244
327.323,26975.121,-1329.604,-3.046,1445581.733,4.524,0.244
327.373,26908.637,-1329.759,-3.165,1445581.733,4.525,0.244
327.423,26842.145,-1329.921,-3.295,1445581.733,4.527,0.244
327.473,26775.645,-1330.089,-3.433,1445581.733,4.528,0.243
327.523,26709.136,-1330.264,-3.575,1445581.733,4.53,0.243
327.573,26642.618,-1330.447,-3.718,1445581.733,4.531,0.243
327.623,26576.091,-1330.636,-3.863,1445581.733,4.533,0.243
327.673,26509.554,-1330.833,-4.005,1445581.733,4.534,0.243
327.723,26443.008,-1331.037,-4.141,1445581.733,4.536,0.243
327.773,26376.45,-1331.247,-4.27,1445581.733,4.537,0.243
327.823,26309.883,-1331.463,-4.393,1445581.733,4.539,0.242
327.873,26243.304,-1331.686,-4.508,1445581.733,4.54,0.242
327.923,26176.714,-1331.914,-4.615,1445581.733,4.542,0.242
327.973,26110.113,-1332.147,-4.711,1445581.733,4.543,0.242
328.023,26043.499,-1332.385,-4.801,1445581.733,4.545,0.242
328.073,25976.874,-1332.627,-4.883,1445581.733,4.546,0.242
328.123,25910.236,-1332.873,-4.954,1445581.733,4.548,0.241
328.173,25843.587,-1333.123,-5.016,1445581.733,4.55,0.241
328.223,25776.924,-1333.375,-5.068,1445581.733,4.551,0.241
328.273,25710.249,-1333.629,-5.111,1445581.733,4.553,0.241
328.323,25643.561,-1333.886,-5.146,1445581.733,4.555,0.241
328.373,25576.86,-1334.144,-5.171,1445581.733,4.556,0.241
328.423,25510.147,-1334.403,-5.184,1445581.733,4.558,0.241
328.473,25443.42,-1334.662,-5.184,1445581.733,4.559,0.24
328.523,25376.681,-1334.921,-5.177,1445581.733,4.561,0.24
328.573,25309.928,-1335.179,-5.16,1445581.733,4.563,0.24
328.623,25243.163,-1335.437,-5.131,1445581.733,4.564,0.24
328.673,25176.384,-1335.692,-5.093,1445581.733,4.566,0.24
328.723,25109.593,-1335.946,-5.044,1445581.733,4.567,0.24
328.773,25042.79,-1336.197,-4.985,1445581.733,4.569,0.239
328.823,24975.974,-1336.444,-4.915,1445581.733,4.57,0.239
328.873,24909.146,-1336.688,-4.83,1445581.733,4.572,0.239
328.923,24842.305,-1336.927,-4.731,1445581.733,4.574,0.239
328.973,24775.453,-1337.161,-4.619,1445581.733,4.575,0.239
329.023,24708.589,-1337.389,-4.491,1445581.733,4.577,0.239
